,metricType,symbol,metric.bookValuePerShareAnnual,metric.bookValuePerShareQuarterly,metric.cashFlowPerShareAnnual,metric.cashFlowPerShareTTM,metric.cashPerSharePerShareAnnual,metric.cashPerSharePerShareQuarterly,metric.dividendPerShare5Y,metric.dividendPerShareAnnual,metric.dividendsPerShareTTM,metric.ebitdPerShareTTM,metric.epsBasicExclExtraItemsAnnual,metric.epsBasicExclExtraItemsTTM,metric.epsExclExtraItemsAnnual,metric.epsExclExtraItemsTTM,metric.epsInclExtraItemsAnnual,metric.epsInclExtraItemsTTM,metric.epsNormalizedAnnual,metric.freeCashFlowPerShareTTM,metric.revenuePerShareAnnual,metric.revenuePerShareTTM,metric.tangibleBookValuePerShareAnnual,metric.tangibleBookValuePerShareQuarterly
3903,perShare,NWPX,25.45999,25.45999,4.15329,4.15467,3.18191,3.18191,,,0,4.2454,2.86439,2.86346,2.85326,2.84801,2.85326,2.84801,2.85326,3.50878,28.56294,28.57244,25.45999,25.45999
3905,perShare,MVC,12.86077,12.93993,,,0.37742,2.83824,0.598,0.62,0.64,0.78898,0.91722,1.3417,0.91722,1.3417,0.91722,1.3417,0.94775,2.46406,1.71736,1.79935,12.86077,12.93993
3906,perShare,MTDR,15.72024,15.72024,4.04502,4.06052,0.34313,0.34313,,,0,5.02522,0.7531,0.75114,0.74983,0.74798,0.74983,0.74798,0.75624,-3.20586,8.40291,8.43512,15.72024,15.72024
3907,perShare,MATW,22.9072,22.83214,1.6617,1.54009,1.12612,1.25867,0.672,0.8,0.81,6.4791,-1.19964,-1.66009,-1.19964,-1.66444,-1.20919,-1.66444,1.06387,2.01944,48.9329,48.70179,-16.88602,-16.86556
3910,perShare,KOSS,2.03544,2.00282,0.11661,0.01029,0.30092,0.30103,,,0,0.00448,0.05866,-0.03969,0.0586,-0.03969,0.0586,-0.03969,0.0586,0.01289,2.94852,2.73032,2.03544,2.00282
3911,perShare,KAMN,29.56997,29.56997,2.93208,2.93109,16.93804,16.93804,0.76,0.8,0.8,3.18389,2.02298,2.02315,2.01175,2.0126,7.46935,7.46578,2.16293,-2.6484,27.11121,27.10204,20.6346,20.6346
3914,perShare,IRDM,11.08607,11.08607,1.05069,1.05155,1.69838,1.69838,,,0,2.46132,-1.32777,-1.29435,-1.32777,-1.29435,-1.32777,-1.29435,-1.32772,0.5752,4.47757,4.48121,10.72919,10.72919
3916,perShare,IMMR,2.6662,2.6662,-0.56605,-0.56607,2.84892,2.84892,,,0,-0.6107,-0.63573,-0.6402,-0.63573,-0.6402,-0.63573,-0.6402,-0.63573,-1.08631,1.14032,1.14036,2.6662,2.6662
3917,perShare,IHC,30.92471,30.92471,1.06083,1.0625,1.41904,1.41904,0.211,0.4,0.4,1.95232,0.83178,0.82614,0.82772,0.82098,0.82772,0.82098,0.84932,2.27006,25.04634,25.0857,25.97723,25.97723
3918,perShare,GRVY,8.99591,13.74866,3.87427,,11.28665,14.2052,,,0,7.08789,3.7141,6.44236,3.7141,6.44236,3.7141,6.44236,3.77998,,33.87376,47.54965,8.85854,13.56344
3919,perShare,GLRE,12.89889,12.89889,-0.1099,-0.10976,0.69776,0.69776,,,0,3.00591,-0.11048,-0.15481,-0.11048,-0.16529,-0.11048,-0.16529,-0.11048,0.04515,14.60312,14.5853,12.89889,12.89889
3920,perShare,GDOT,17.90021,17.90021,3.42529,3.43259,20.7201,20.7201,,,0,3.86677,1.91392,1.88945,1.87995,1.84089,1.87995,1.84089,1.87996,2.10668,20.86257,20.90831,7.84377,7.84377
3921,perShare,FSS,10.60496,10.60496,2.43344,2.43344,0.52231,0.52231,0.288,0.32,0.32,3.10227,1.80066,1.79961,1.75974,1.75876,1.76136,1.76036,1.79148,0.78571,19.8263,19.8263,1.48595,1.48595
3922,perShare,FNB,15.02394,15.02394,1.33411,1.33352,1.25225,1.25225,0.48,0.48,0.48,1.96724,1.16637,1.16637,1.16236,1.16186,1.16236,1.16186,1.1667,0.14715,3.71403,3.7124,7.85811,7.85811
3923,perShare,FELE,17.17025,17.17025,2.84186,2.84137,1.38831,1.38831,0.45,0.58,0.58,3.56472,2.04274,2.04195,2.02528,2.02607,2.02528,2.02607,2.07302,2.73825,28.08927,28.08927,8.8241,8.8241
3924,perShare,FDUS,16.85435,16.85435,,,0.61366,0.61366,1.556,1.56,1.56,1.32726,1.98119,1.98118,1.98119,1.98118,1.98119,1.98118,1.99729,-4.40945,3.15193,3.15193,16.85435,16.85435
3926,perShare,ECOM,3.54907,3.54907,0.41153,0.40905,1.84436,1.84436,,,0,0.42008,0.12486,0.1221,0.12083,0.09798,0.12083,0.09798,0.12083,0.32081,4.50981,4.48261,2.66684,2.66684
3928,perShare,CVM,0.14571,0.19359,-0.68972,-0.84763,0.23969,0.26068,,,0,-0.63838,-0.71003,-0.88344,-0.71003,-0.88344,-0.71003,-0.88344,-0.71003,-0.50189,0.01484,0.01128,0.13687,0.18496
3930,perShare,CSLT,1.16642,1.16642,-0.23491,-0.23387,0.40097,0.40097,,,0,-0.24308,-0.27555,-0.27545,-0.27555,-0.27545,-0.27555,-0.27545,-0.27555,-0.13326,0.98716,0.98721,0.46496,0.46496
3931,perShare,CPT,36.47873,36.47873,5.64018,5.6236,0.23307,0.23307,2.988,3.17,3.17,5.88461,2.22511,2.21578,2.22045,2.19866,2.22045,2.19866,1.84088,-1.69762,10.34836,10.31794,36.47873,36.47873
3932,perShare,CPRT,7.73915,9.09416,2.82021,3.45752,0.81082,0.40024,,,0,3.80348,2.57189,3.18404,2.46532,3.07587,2.46074,3.07587,2.46532,0.63293,8.49213,9.33645,6.04858,7.43109
3933,perShare,CPF,18.68271,18.68271,2.3336,2.33308,2.77201,2.77201,0.704,0.9,0.9,3.30821,2.04669,2.0462,2.03375,2.0328,2.03375,2.0328,2.03375,1.36974,7.96228,7.87474,18.16244,18.16244
3935,perShare,CMTL,22.07175,22.29854,2.27504,2.2552,1.87998,1.87995,0.8,0.4,0.4,3.26762,1.03801,0.96927,1.03041,0.9641,1.03041,0.9641,1.24013,2.8104,27.64369,27.55078,-1.53847,-1.67999
3936,perShare,CMLS,25.85237,25.85237,5.61084,5.61128,0.85994,0.85994,,,0,10.02837,3.04294,3.04206,3.01995,3.01888,3.01995,3.01888,2.45078,3.68795,54.89239,54.89668,-30.64789,-30.64789
3937,perShare,CHNR,-0.12358,-0.14046,-0.03463,-0.01323,0.03851,0.02487,,,0,-0.02957,-0.03501,-0.0308,-0.03501,-0.0308,-0.03501,-0.0308,-0.03501,,0,0.00795,-0.12358,-0.14046
3939,perShare,CFG,51.25818,51.25818,5.21039,5.20952,7.81768,7.81768,0.768,1.36,1.36,7.30352,3.82006,3.82172,3.80751,3.80886,3.80751,3.80886,3.81104,1.4381,14.38564,14.38323,32.91689,34.99483
3940,perShare,CDTX,1.11811,1.11811,-1.40115,-1.19224,1.48553,1.48553,,,0,-1.21072,-1.41243,-1.28319,-1.41243,-1.28326,-1.41243,-1.28326,-1.41243,-0.83551,0.7189,0.61171,1.11811,1.11811
3941,perShare,CDR,,,,,,,0.2,0.2,0.2,,,0.02969,,0.02969,,0.02969,,,,,,
3943,perShare,CCXI,1.09571,1.09571,-0.94638,-0.94638,2.86854,2.86854,,,0,-0.99584,-0.97524,-0.97347,-0.97524,-0.97347,-0.97524,-0.97347,-0.97524,-1.24632,0.63496,0.63496,1.09571,1.09571
3944,perShare,CCOI,-4.34836,-4.34836,2.55629,2.55903,8.52729,8.52729,1.842,2.44,2.44,3.89834,0.82446,0.82478,0.81484,0.81458,0.81423,0.81398,0.79845,-0.23454,11.85231,11.86499,-4.34836,-4.34836
3945,perShare,WNC,9.7429,9.7429,2.38618,2.38671,2.62776,2.62776,,0.32,0.32,3.34932,1.63772,1.63741,1.62009,1.62013,1.62009,1.62013,1.62009,1.64337,41.94494,41.95424,0.37521,0.37521
3947,perShare,WDFC,10.60417,10.64532,5.21808,5.15461,1.98511,2.09126,1.898,2.37,2.44,6.40113,4.65541,4.58812,4.64497,4.57827,4.01844,3.9486,4.64497,1.25544,30.61099,30.48884,2.87754,2.9382
3948,perShare,VNCE,6.3753,6.56631,0.52634,0.86746,0.01015,0.04486,,,0,1.25633,-0.17401,0.22502,-0.17401,0.20724,-0.17401,0.20724,-0.07981,1.30825,24.00646,24.69509,-3.77149,-3.49258
3949,perShare,VCEL,2.47617,2.47617,-0.17929,-0.1763,1.55399,1.55399,,,0,-0.21171,-0.21876,-0.22473,-0.21876,-0.22879,-0.21876,-0.22879,-0.21876,-0.21881,2.6675,2.63159,2.47617,2.47617
3950,perShare,USCR,19.17258,19.17258,6.67683,6.67683,2.26676,2.26676,,,0,9.65244,0.90854,0.90272,0.90854,0.90272,0.90854,0.90272,0.90506,5.85976,90.16463,90.16463,0.64206,0.64206
3951,perShare,UIHC,11.74342,11.74342,-0.40895,-0.40811,5.02913,5.02913,0.23,0.24,0.24,5.30963,-0.69854,-0.69754,-0.69854,-0.69903,-0.69854,-0.69903,-0.69854,2.72756,19.2949,19.262,9.42983,9.42983
3952,perShare,TY,31.72873,31.72873,,,,,0.96934,1.0164,1.0164,1.01509,6.36234,9.75122,6.36234,9.75122,6.36234,9.75122,6.36234,4.42332,1.15935,1.15935,31.72873,31.72873
3953,perShare,TW,15.18305,15.18305,1.99536,1.78944,2.11409,2.11409,,0.24,0.24,1.88566,1.16898,1.05492,1.1053,1.00679,1.1053,1.00679,1.1053,1.38662,4.95442,4.44314,-3.46361,-3.46361
3955,perShare,STRT,44.25988,43.62314,1.11371,6.6287,2.11537,2.47778,0.53,0.56,0.56,6.44228,-4.73368,0.42967,-4.73368,0.42251,-4.63248,0.42251,-4.73368,3.57558,132.4826,129.7909,44.25988,43.62314
3956,perShare,STC,31.51938,31.51938,4.74879,4.76216,13.94421,13.94421,1.12,1.2,1.2,6.0724,3.32959,3.3287,3.30969,3.30525,3.30969,3.30525,3.30969,5.10582,81.67423,81.90353,20.82688,20.82688
3957,perShare,SP,16.3004,16.3004,3.65183,3.67873,1.05009,1.05009,,,0,5.44831,2.21014,2.20666,2.1974,2.19402,2.1974,2.19402,2.23997,2.84573,74.91434,74.91201,-15.86467,-15.86467
3958,perShare,SHIP,1.10996,1.10996,-0.04448,-0.04465,0.50758,0.50758,,,0,1.50959,-0.76294,-4.06174,-0.76294,-4.06174,-0.76294,-4.06174,-0.76294,,5.64145,5.66352,1.10996,1.10996
3960,perShare,SHEN,9.45063,9.45063,4.29159,4.29039,2.04649,2.04649,0.262,0.29,0.29,5.13068,1.10287,1.10287,1.09649,1.09618,1.09649,1.09618,1.09649,2.40154,12.65256,12.64903,0.12492,0.12492
3961,perShare,SGMS,-23.53191,-23.53191,5.5914,5.5914,3.32979,3.32979,,,0,13.12903,-1.39785,-1.40066,-1.39785,-1.40226,-1.39785,-1.40226,-0.5172,2.80645,36.55914,36.55914,-77.29787,-77.29787
3962,perShare,RNST,37.38789,37.38789,3.29883,3.0187,3.36057,3.36057,0.792,0.87,0.87,4.13962,2.88726,2.88537,2.87834,2.87643,2.87834,2.87643,2.88278,1.33531,10.2515,10.25079,19.26898,19.26898
3963,perShare,RNP,,,,,,,,,,,,,,,,,,,0,,,
3964,perShare,RMCF,3.42236,3.38551,0.66001,0.5679,0.90369,0.91121,0.472,0.48,0.48,0.68287,0.37745,0.32582,0.37422,0.31338,0.37422,0.31338,0.40295,0.40929,5.77428,5.41982,2.5455,2.60243
3965,perShare,PZG,1.78468,1.63004,-0.2308,-0.2541,0.01748,0.07268,,,0,-0.24458,-0.2309,-0.25369,-0.2309,-0.25369,-0.2309,-0.25369,-0.22807,-0.23745,0.01549,0.02062,1.78468,1.63004
3966,perShare,PRA,28.10662,28.10662,0.36532,0.36552,3.26013,3.26013,1.278,1.24,1.24,2.54759,0.01868,0.01965,0.01865,0.01741,0.01865,0.01741,0.08299,1.02133,18.77094,18.77811,22.87384,22.87384
3969,perShare,PFGC,12.50674,13.20402,3.0903,3.2655,0.14162,0.12165,,,0,4.58022,1.60694,1.66217,1.58555,1.63546,1.58555,1.63546,1.49985,2.62376,187.6759,216.7506,3.25723,4.23755
3970,perShare,OTTR,19.46038,19.46038,4.12809,4.12809,0.5279,0.5279,1.3,1.4,1.4,5.3303,2.18643,2.18668,2.17368,2.17379,2.17368,2.17379,2.17368,-1.95353,23.01414,23.01414,18.24362,18.24362
3971,perShare,NYMX,0.10826,0.08018,-0.17515,-0.19576,0.12286,0.10134,,,0,-0.19838,-0.1752,-0.19567,-0.1752,-0.19567,-0.1752,-0.19567,-0.1752,-0.10881,0.00494,0.0016,0.10826,0.08018
3972,perShare,MXC,4.13178,4.09385,0.38711,0.34075,0.06286,0.03103,,,0,0.35399,-0.00635,-0.06769,-0.00635,-0.06769,-0.00635,-0.06769,-0.00635,-0.27102,1.31747,1.31082,4.13178,4.09385
3973,perShare,MTRX,13.1292,12.10234,1.67492,0.68264,3.34668,4.14272,,,0,2.35948,1.04057,-0.00051,1.01432,-0.02692,1.01432,-0.02692,1.01432,1.4078,51.35317,51.66478,8.91988,9.38568
3975,perShare,MLP,1.17954,1.17954,-0.28711,-0.29154,0.0355,0.0355,,,0,0.03198,-0.36502,-0.36392,-0.36502,-0.36392,-0.53985,-0.53796,-0.36502,0.09228,0.52313,0.52314,1.17954,1.17954
3976,perShare,MCS,20.08084,20.08084,3.67206,3.67273,0.67413,0.67413,,0.64,0.64,4.56987,1.3706,1.3614,1.34877,1.34077,1.34877,1.34077,1.45572,1.86434,26.35025,26.34835,17.32323,17.64821
3977,perShare,LPX,8.85256,8.85256,0.9187,0.91276,1.61687,1.61687,,0.55,0.55,1.53473,-0.04065,-0.07668,-0.04065,-0.07933,-0.04065,-0.07933,0.34512,-0.55735,18.78049,18.65913,7.84314,7.84314
3978,perShare,LCNB,17.62788,17.62788,1.69351,1.69338,1.31555,1.31555,0.652,0.69,0.69,2.11291,1.44362,1.44396,1.44318,1.44351,1.44318,1.44351,1.45034,0.71661,5.10239,5.10209,12.7405,12.7405
3979,perShare,LAND,13.21228,13.21228,0.52656,0.53294,0.65378,0.65378,0.50997,0.53415,0.53415,1.64465,-0.12748,-0.12766,-0.12748,-0.12766,-0.12748,-0.12766,-0.11126,-13.01519,2.07585,2.0767,12.98173,12.98173
3980,perShare,IVC,9.16511,9.16511,-1.12413,-1.12413,2.37844,2.37844,0.05,0.05,0.05,0.52066,-1.5874,-1.58765,-1.5874,-1.58765,-1.5874,-1.58765,-1.22788,-0.291,27.62291,27.62291,-2.81751,-2.81751
3982,perShare,ICLR,30.17509,30.17509,8.0504,8.05099,10.62875,10.62875,,,0,9.11026,6.94373,6.94418,6.88316,6.88366,6.88316,6.88366,6.88316,6.66113,51.64109,51.64486,12.43871,12.43871
3983,perShare,HXL,17.29785,17.29785,5.18648,5.18648,0.77033,0.77033,0.498,0.64,0.64,6.60723,3.61602,3.61561,3.57809,3.57759,3.57343,3.57288,3.57809,2.71329,27.45571,27.45571,13.94378,13.94378
3984,perShare,HNRG,6.29619,6.29619,-0.37292,-0.37292,0.2973,0.2973,0.16,0.16,0.16,1.89408,-1.94847,-1.94716,-1.94847,-1.94716,-1.94847,-1.94716,-0.3385,-0.07454,10.59442,10.59433,6.29619,6.29619
3985,perShare,HMHC,4.55452,4.55452,0.47408,0.47362,2.38319,2.38319,,,0,1.05629,-1.72233,-1.72423,-1.72233,-1.72643,-1.72233,-1.72643,-1.6079,0.92418,11.20129,11.19033,-7.18158,-7.18158
3986,perShare,HHC,73.92477,73.92477,5.28025,5.312,9.92957,9.92957,,,0,6.55149,1.71448,1.71523,1.71,1.70685,1.71,1.70685,1.2626,-25.28592,30.02999,30.04491,71.85126,71.85126
3987,perShare,HEI,12.39102,13.21107,3.22707,3.53176,0.42381,0.47515,0.10418,0.14,0.15,4.03098,2.45358,2.76267,2.3873,2.69807,2.3873,2.69807,2.3873,3.04756,14.96649,15.24639,-1.13649,-0.58966
3988,perShare,GOOD,10.78701,10.78701,1.65358,1.65387,0.20506,0.20506,1.5,1.5,1.5,2.86751,-0.15507,-0.14678,-0.15507,-0.14678,-0.15507,-0.14678,-0.19218,-4.44993,3.72646,3.72696,7.32998,7.32998
3989,perShare,FULT,14.26417,14.26417,1.5255,1.52541,0.80562,0.80562,0.428,0.51,0.51,2.0188,1.35612,1.35552,1.34893,1.3484,1.34893,1.3484,1.34893,0.00993,5.1525,5.15223,10.76496,11.0041
3990,perShare,FRME,32.26451,32.26451,3.37158,3.37191,3.20039,3.20039,0.696,1,1,4.24106,3.19886,3.19972,3.18961,3.18569,3.18961,3.18569,3.18961,2.46587,8.59847,8.59932,21.80947,21.80947
3994,perShare,FCF,10.73792,10.73792,1.1736,1.17358,1.04103,1.04103,0.326,0.4,0.4,1.69229,1.07135,1.07139,1.06841,1.06842,1.06841,1.06842,1.086,0.51585,3.60436,3.60428,7.48609,7.48609
3996,perShare,EQC,26.61143,26.61143,4.06304,4.08379,22.92934,22.92934,,,0,0.34223,3.96992,3.97114,3.83884,3.85356,3.83884,3.85356,0.55421,-2.68823,1.01259,1.01776,26.61143,26.61143
3997,perShare,EMKR,2.65621,2.62985,-1.0307,-0.85673,0.74669,0.53047,,,0,-0.92448,-1.28592,-1.12202,-1.28592,-1.12202,-1.28592,-1.12202,-1.29094,-0.97779,3.1185,3.13504,2.64555,2.61956
3999,perShare,DRH,9.55252,9.55252,1.49051,1.48981,0.61198,0.61198,0.5,0.5,0.5,1.08015,0.90765,0.90943,0.90438,0.90373,0.90438,0.90373,0.24072,-0.53255,4.62703,4.62484,9.55252,9.55252
4000,perShare,CVGI,4.17801,4.17801,1.06635,1.06779,1.28277,1.28277,,,0,1.83513,0.55594,0.55933,0.55196,0.55263,0.51189,0.51249,0.55196,0.41398,29.23914,29.27594,2.4549,2.4549
4002,perShare,CSTE,14.05065,14.05065,1.20281,1.20462,4.05177,4.05177,,0,0,1.90736,0.37407,0.37406,0.37324,0.37349,0.37324,0.37349,0.6105,1.57808,15.8437,15.86752,13.0268,13.0268
4005,perShare,CNMD,,,3.42238,3.48798,,,0.8,0.8,0.8,5.60806,1.01041,1.00923,0.97033,0.95325,0.97033,0.95325,0.68562,,32.38166,32.19416,,
4006,perShare,CLRO,3.13885,2.76241,-1.69078,-0.46818,0.7313,0.21927,,,0,-0.48226,-1.86858,-0.62183,-1.86858,-0.62183,-1.86601,-0.61971,-1.86858,-0.64651,3.14851,1.70695,2.52258,2.00495
4008,perShare,CHMI,24.29566,24.29566,,,1.46668,1.46668,1.88257,1.73806,1.73808,-3.51229,-3.0353,-3.04376,-3.0353,-3.04376,-3.0353,-3.04376,-3.03628,1.77273,1.03575,1.03569,24.29566,24.29566
4009,perShare,CHEF,11.07157,11.07157,1.66872,1.66218,4.62175,4.62175,,,0,2.56011,0.8192,0.81847,0.80447,0.79507,0.80447,0.79507,0.82026,0.95821,52.93173,52.7243,-0.01849,-0.01849
4010,perShare,CHDN,12.80353,12.80353,6.01724,6.02095,2.42317,2.42317,0.49086,0.581,0.581,7.82255,3.69576,3.69691,3.65025,3.64511,3.3867,3.38006,3.74855,2.56562,32.75123,32.77141,-5.75819,-5.75819
4011,perShare,CHCO,40.35854,40.35854,5.89824,5.78204,5.43799,5.43799,1.838,2.16,2.16,7.32102,5.42761,5.44092,5.42129,5.43456,5.42129,5.43456,5.45971,3.57671,14.0728,14.08519,32.98335,32.98335
4012,perShare,CGNX,7.86192,7.86192,1.30522,1.3052,2.38866,2.38866,0.162,0.205,0.205,0.95567,1.19084,1.19023,1.16315,1.16279,1.16315,1.16279,1.16315,1.12029,4.14006,4.13999,6.22115,6.22115
4013,perShare,CCUR,5.89231,6.44013,0.08171,1.02977,4.0978,4.61788,,,0,0.02535,0.07616,0.95241,0.07602,0.94625,0.07602,0.94625,0.15198,0.04628,0.38578,0.72845,5.41607,5.99144
4014,perShare,CBAY,2.7053,2.7053,-1.52176,-1.52558,2.77204,2.77204,,,0,-1.52957,-1.53369,-1.53302,-1.53369,-1.53302,-1.53369,-1.53302,-1.45798,-1.46575,0,0,2.7053,2.7053
4015,perShare,CATO,13.02557,13.02557,2.16451,2.16468,8.73317,8.73317,1.29,1.32,1.32,2.21836,1.45827,1.45667,1.45827,1.45667,1.45827,1.45667,6.56808,0.52653,34.76787,34.77072,13.02557,13.02557
4016,perShare,WRK,45.26726,45.76316,9.19799,9.28174,0.58805,0.60526,1.568,1.82,1.83,12.29756,3.37841,3.35324,3.34581,3.33805,3.32999,3.33805,3.9006,2.10539,70.58665,71.07649,1.25989,2.05186
4018,perShare,VSEC,33.09909,33.09909,5.79018,5.79031,0.06691,0.06691,0.268,0.34,0.34,7.89389,3.3788,3.37775,3.35219,3.35029,3.35219,3.35029,3.35219,0.41994,68.14354,68.14499,-4.14982,-4.14982
4020,perShare,UMBF,53.0869,53.0869,6.10932,6.10905,9.63301,9.63301,1.057,1.2,1.2,7.07895,4.99393,4.99373,4.96233,4.96244,4.96233,4.96244,4.96233,4.27176,22.36052,22.36308,48.84099,48.84099
4021,perShare,TWMC,35.15285,13.69535,-48.65017,-54.63557,2.40218,1.69189,,,0,-12.2408,-53.6747,-57.65524,-53.6747,-57.65524,-53.6747,-57.65524,-32.30133,-3.28531,230.4966,194.3111,33.12961,12.14826
4022,perShare,TCO,-0.16696,-0.16696,2.04652,2.0781,1.67833,1.67833,2.465,2.68,2.68,5.76864,3.33309,3.33199,3.32195,3.35577,3.32195,3.35577,4.11332,-2.17548,10.62131,10.78522,-1.00667,-0.16696
4023,perShare,TCCO,1.1995,0.94674,0.35631,0.22885,0.86111,0.40415,,,0,0.22405,0.34124,0.21538,0.34121,0.21519,0.34121,0.21519,0.34121,-0.54054,3.79567,3.55446,1.1995,0.94674
4025,perShare,SXI,37.6431,39.54156,6.28275,6.43593,7.55152,7.98893,0.62,0.78,0.82,8.87466,3.85629,3.81789,3.83828,3.80699,5.37592,5.0758,4.11381,2.94267,62.65962,63.32229,5.20081,7.73138
4027,perShare,SRC,33.30774,33.30774,3.74583,3.72902,0.14142,0.14142,3.395,2.5,2.5,4.87917,1.80973,1.83251,1.8048,1.8258,1.8048,1.8258,1.60254,-13.59585,5.68318,5.65767,27.34851,27.34851
4028,perShare,SQNS,-4.8445,-4.8445,-4.67562,-4.67546,2.35981,2.35981,,,0,-3.30805,-6.0756,-6.06844,-6.0756,-6.06844,-6.0756,-6.06844,-6.0756,-0.71031,5.19768,5.1975,-7.64538,-7.64538
4030,perShare,SEB,3042.452,3042.452,361.1378,361.1363,1338.37,1338.37,,9,9,207.589,242.7605,242.8095,242.7605,242.8095,242.7605,242.8095,242.7605,-161.2675,5867.417,5867.392,2851.869,2851.869
4032,perShare,SANW,3.00635,2.66791,-0.17356,-0.40926,0.10312,0.07065,,,0,0.2655,-0.30912,-0.54529,-0.30912,-0.54529,-0.30912,-0.54529,0.10138,0.87955,3.645,2.69349,2.02329,1.6405
4033,perShare,QUMU,0.75317,0.75317,-0.47302,-0.47306,0.78497,0.78497,,,0,-0.36406,-0.61982,-0.62347,-0.61982,-0.62347,-0.61982,-0.62347,-0.60062,-0.16413,2.43983,2.44006,-0.00516,-0.00516
4034,perShare,QDEL,13.37107,13.37107,2.89281,2.92009,1.26051,1.26051,,,0,3.65676,1.78465,1.77716,1.73434,1.71835,1.73434,1.71835,2.00643,2.51136,12.40727,12.52428,1.78394,1.78394
4036,perShare,POL,13.6788,13.6788,2.10167,2.10303,11.24447,11.24447,0.58,0.78,0.78,4.11204,0.97927,0.98156,0.97297,0.97523,7.57529,7.60198,1.64177,2.04507,36.84299,36.86671,-1.3407,-1.3407
4041,perShare,NCMI,-4.89242,-4.89242,1.63276,1.63466,0.94625,0.94625,0.8,0.68,0.68,2.59487,0.46674,0.46619,0.46411,0.46318,0.46411,0.46318,0.53947,0.97822,5.7185,5.72518,-13.19084,-13.19084
4042,perShare,MC,7.32988,7.32988,2.53376,2.53594,2.7777,2.7777,1.52,2,2,2.15464,2.0863,2.07564,1.89316,1.8962,1.89316,1.8962,1.89316,-0.11427,13.44788,13.45943,7.32988,7.32988
4045,perShare,KTCC,10.63745,10.85567,-0.06357,-0.19573,0.05586,0.04638,,,0,1.11402,-0.74182,-0.81673,-0.74182,-0.81815,-0.74182,-0.81815,0.01015,-1.16504,43.12677,40.3261,10.57639,10.85567
4047,perShare,KINS,8.17059,8.17059,-0.31748,-0.31738,2.99992,2.99992,0.298,0.325,0.325,-0.31646,-0.55379,-0.55483,-0.55379,-0.55502,-0.55379,-0.55502,-0.55379,2.08019,13.51106,13.50695,8.12429,8.12429
4048,perShare,KEX,56.18211,56.18211,6.05336,6.3899,0.41257,0.41257,,,0,7.99857,2.3762,2.58473,2.36989,2.58216,2.36989,2.58216,2.29113,4.64549,47.37851,50.01254,36.76037,36.76037
4049,perShare,JVA,4.53627,4.4731,0.18075,-0.0059,0.43139,0.49398,,,0,0.00795,-0.01699,-0.18121,-0.01699,-0.18121,-0.01699,-0.18121,-0.01699,-0.3452,15.52559,14.74483,3.71401,3.65365
4051,perShare,HTHT,3.55063,3.55063,1.36628,1.37176,2.95541,2.95541,,0.33429,0.33429,1.45838,0.87874,0.87794,0.82097,0.82258,0.82097,0.82258,0.82097,0.515,5.20337,5.24876,1.36896,1.36896
4052,perShare,GLT,12.56448,12.56448,0.58028,0.57778,2.8521,2.8521,0.504,0.52,0.52,2.33276,-0.57126,-0.56991,-0.57126,-0.57248,-0.4881,-0.48986,-0.6016,0.74388,21.02042,20.92983,7.26371,7.26371
4053,perShare,GCAP,6.25864,6.25864,-0.93247,-0.93213,29.84893,29.84893,0.226,0.24,0.24,-0.12884,-1.6251,-1.62107,-1.6251,-1.6211,-1.6251,-1.6211,-1.11448,2.66182,6.31889,6.31645,5.61429,5.61429
4056,perShare,FF,10.67818,10.67818,2.29212,2.29212,7.24571,7.24571,0.24,0.24,0.24,1.76902,2.01588,2.01588,2.01581,2.01586,2.01581,2.01586,2.01565,0.39248,4.69145,4.69145,10.64599,10.64599
4057,perShare,FCFS,31.89386,31.89386,4.78194,4.77947,1.09918,1.09918,0.653,1.02,1.02,7.0337,3.82655,3.82976,3.8099,3.81631,3.8099,3.81631,3.90097,3.31711,43.15032,43.14807,7.45392,7.45392
4059,perShare,EPC,24.04682,24.82685,-5.07948,-4.55325,6.3018,4.63719,,,0,7.66621,-6.81331,-6.30652,-6.81331,-6.30822,-6.87985,-6.46164,0.84251,2.46934,39.57486,39.42646,-11.84723,-9.69428
4062,perShare,DX,25.40697,25.40697,-6.94119,-6.94225,2.72736,2.72736,2.34601,2.01,2.01,1.76894,-7.01249,-6.79744,-7.01249,-6.79744,-7.01249,-6.79744,-7.01249,4.54362,7.2044,7.2055,25.40697,25.40697
4063,perShare,DQ,42.665,42.665,5.40302,5.43605,3.90326,3.90326,,,0,6.81759,2.08075,2.04775,2.019,1.9855,2.10925,2.07475,2.019,-7.52109,25.0021,25.15493,42.665,42.665
4064,perShare,DCIX,1.9224,1.9224,-0.99044,-0.99272,0.53779,0.53779,,,0,0.1319,-1.11904,-0.948,-1.11904,-0.948,-1.11904,-0.948,-0.01051,,0.93714,0.93929,1.9224,1.9224
4065,perShare,CWST,2.56854,2.56854,2.32337,2.32926,0.07263,0.07263,,,0,2.88981,0.67025,0.66302,0.6599,0.65134,0.6599,0.65134,0.73303,0.28559,15.49618,15.53546,-2.54832,-2.54832
4066,perShare,CVTI,18.90943,18.90943,4.77628,4.79319,2.35434,2.35434,,,0,5.29171,0.45983,0.46061,0.4549,0.45492,0.4549,0.45492,0.51966,-3.99812,48.00258,48.17254,15.01354,15.01354
4070,perShare,CSU,0.46463,0.46463,-0.18306,0.93053,0.77471,0.77471,,,0,1.63573,-2.30413,-1.19216,-2.30413,-1.19216,-1.19056,-1.19216,-3.02417,-0.49821,14.77382,14.77418,0.57127,0.46463
