,Ticker,Name,Exchange,Category Name,Country
8894,FLY.PA,Societe Fonciere Lyonnaise,PAR,REIT - Office,France
8895,FLE.PA,Fleury Michon SA,PAR,Food - Major Diversified,France
8897,FII.PA,Lisi S.A.,PAR,Aerospace/Defense - Major Diversified,France
8907,F34.SI,Wilmar International Limited,SES,Farm Products,Singapore
8908,COX.PA,Nicox S.A.,PAR,Biotechnology,France
8914,CA.PA,Carrefour SA,PAR,Grocery Stores,France
8915,BVI.PA,Bureau Veritas SA,PAR,Business Services,France
8919,BB.PA,Société BIC SA,PAR,Personal Products,France
8933,VRNL.PA,Verneuil Participations SA,PAR,Asset Management,France
8940,TRI.PA,Trigano S.A.,PAR,"Recreational Goods, Other",France
8941,TOUP.PA,Touax SCA,PAR,Shipping,France
8947,TER.PA,Terreïs (France),PAR,REIT - Diversified,France
8952,SWP.PA,Sword Group S.E.,PAR,Technical & System Software,France
8955,STF.PA,Stef SA,PAR,Railroads,France
8957,SOA.PA,Sodifrance SA,PAR,Business Software & Services,France
8961,SFH.AX,Specialty Fashion Group Limited,ASX,Apparel Stores,Australia
8962,SEC.PA,Soditech SA,PAR,General Contractors,France
8963,SBT.PA,Oeneo SA,PAR,Beverages - Brewers,France
8968,RPI-UN.TO,Richards Packaging Income Fund,TOR,Packaging & Containers,Canada
8969,RNO.PA,Renault SA,PAR,Auto Manufacturers - Major,France
8973,RFG.AX,Retail Food Group Limited,ASX,Restaurants,Australia
8974,RFF.AX,Rural Funds Group,ASX,REIT - Diversified,Australia
8978,QTE.PA,Quotium Technologies SA,PAR,Technical & System Software,France
8989,PIX.PA,Pixium Vision SA,PAR,Medical Instruments & Supplies,France
8990,PIG.PA,Haulotte Group SA,PAR,Trucks & Other Vehicles,France
8993,PGI.AX,PanTerra Gold Limited,ASX,Gold,Australia
9006,OPN.PA,Groupe Open,PAR,Information Technology Services,France
9007,OLY.TO,Olympia Financial Group Inc.,TOR,Asset Management,Canada
9014,NK.PA,Imerys SA,PAR,General Building Materials,France
9017,NIF-UN.TO,Noranda Income Fund,TOR,Asset Management,Canada
9018,NFC.L,Next Fifteen Communications Group plc,LSE,Advertising Agencies,United Kingdom
9021,NANO.PA,Nanobiotix SA,PAR,Drug Manufacturers - Major,France
9025,MTF.MI,Mondo Tv France Société Anonyme,MIL,Entertainment - Diversified,Italy
9027,MMT.PA,Métropole Télévision S.A.,PAR,Broadcasting - TV,France
9028,MLSTR.PA,Streit Mecanique SA,PAR,Auto Parts,France
9029,MLSIM.PA,Simo International Société Anonyme,PAR,Textile - Apparel Footwear & Accessories,France
9030,MLRAM.PA,Raphaël Michel S.A.,PAR,Beverages - Wineries & Distillers,France
9031,MLNOV.PA,Novatech Industries,PAR,Diversified Electronics,France
9032,MLHBB.PA,Financiere Hoche Bains-Les-Bains SA,PAR,Mortgage Investment,France
9034,MLCNT.PA,Consort NT SA,PAR,Information Technology Services,France
9038,MF.PA,Wendel,PAR,Asset Management,France
9039,MERY.PA,Mercialys S.A.,PAR,REIT - Retail,France
9040,MED.PA,Medasys S.A.,PAR,Healthcare Information Services,France
9041,MCRO.L,Micro Focus International plc,LSE,Technical & System Software,United Kingdom
9047,MAGIS.PA,Ymagis Société Anonyme,PAR,Entertainment - Diversified,France
9051,LBON.PA,Compagnie Lebon,PAR,Asset Management,France
9052,LACR.PA,Lacroix SA,PAR,Scientific & Technical Instruments,France
9054,KN.PA,Natixis S.A.,PAR,Money Center Banks,France
9057,KEG-UN.TO,The Keg Royalties Income Fund,TOR,Restaurants,Canada
9060,JUVE.MI,Juventus Football Club S.p.A.,MIL,"Recreational Goods, Other",Italy
9061,JD.L,JD Sports Fashion plc,LSE,"Specialty Retail, Other",United Kingdom
9062,JBOG.PA,Jacques Bogart S.A.,PAR,Personal Products,France
9063,JBH.AX,JB Hi-Fi Limited,ASX,"Specialty Retail, Other",Australia
9064,ITE.PA,Itesoft SA,PAR,Technical & System Software,France
9065,IPS.PA,Ipsos SA,PAR,Marketing Services,France
9066,IPN.PA,Ipsen S.A.,PAR,Drugs - Generic,France
9067,IPH.PA,Innate Pharma S.A.,PAR,Biotechnology,France
9068,IOG.L,Independent Oil and Gas plc,LSE,Independent Oil & Gas,United Kingdom
9070,IML.PA,Affine R.E.,PAR,REIT - Diversified,France
9081,HFG.L,Hilton Food Group plc,LSE,Food - Major Diversified,United Kingdom
9084,GYL.OL,Gyldendal ASA,OSL,Publishing - Newspapers,Norway
9085,GTT.PA,Gaztransport & Technigaz S.A.,PAR,Diversified Machinery,France
9089,GLIF.L,GLI Finance Limited,LSE,Asset Management,United Kingdom
9093,GFI.PA,GFI Informatique SA,PAR,Information Technology Services,France
9094,GFC.PA,Gecina SA,PAR,REIT - Diversified,France
9096,GEA.PA,Grenobloise d'Electronique et d'Automatismes Société Anonyme,PAR,Business Equipment,France
9098,GBT.PA,Guerbet SA,PAR,Medical Appliances & Equipment,France
9102,FXPO.L,Ferrexpo Plc,LSE,Steel & Iron,United Kingdom
9105,FWD.AX,Fleetwood Corporation Limited,ASX,Recreational Vehicles,Australia
9108,FUNCOM.OL,Funcom N.V.,OSL,Multimedia & Graphics Software,Norway
9114,FTS.TO,Fortis Inc.,TOR,Electric Utilities,Canada
9126,FSA.AX,FSA Group Limited,ASX,Credit Services,Australia
9132,FREY.PA,Frey SA,PAR,REIT - Retail,France
9135,FPN.PA,Foncière Paris Nord,PAR,REIT - Office,France
9137,FPIP.ST,Formpipe Software AB,STO,Technical & System Software,Sweden
9138,FPG.PA,Union Technologies Informatique Group S.A.,PAR,Information Technology Services,France
9140,FOXT.L,Foxtons Group PLC,LSE,Property Management,United Kingdom
9141,FOUR.L,4imprint Group plc,LSE,"Specialty Retail, Other",United Kingdom
9149,FNTS.PA,Finatis Société Anonyme,PAR,Food Wholesale,France
9150,FNP.AX,Freedom Foods Group Limited,ASX,Food - Major Diversified,Australia
9156,FNAC.PA,Fnac Darty SA,PAR,"Specialty Retail, Other",France
9164,FLYB.L,Flybe Group PLC,LSE,Major Airlines,United Kingdom
9166,FLT.AX,Flight Centre Travel Group Limited,ASX,"Recreational Goods, Other",Australia
9168,FLNG.OL,Flex LNG Ltd,OSL,Shipping,Norway
9169,FLN.AX,Freelancer Limited,ASX,Business Services,Australia
9176,FIRE.ST,Firefly AB (publ),STO,Security & Protection Services,Sweden
9179,FING-B.ST,Fingerprint Cards AB (publ),STO,Electronic Equipment,Sweden
9193,FFP.PA,FFP Société anonyme,PAR,Asset Management,France
9198,FFG.AX,Fatfish Internet Group Ltd,ASX,Asset Management,Australia
9200,FEM.PA,auFeminin.com,PAR,Internet Information Providers,France
9205,FDSA.L,Fidessa group plc,LSE,Business Software & Services,United Kingdom
9210,FDA.MI,Fidia S.p.A.,MIL,Diversified Machinery,Italy
9221,FC.TO,Firm Capital Mortgage Investment Corporation,TOR,Mortgage Investment,Canada
9224,FBT.L,Forbidden Technologies plc,LSE,Technical & System Software,United Kingdom
9233,FBEL.PA,Fromageries Bel,PAR,Food - Major Diversified,France
9235,ADV.DE,ADVA Optical Networking SE,GER,Communication Equipment,Germany
9237,FAYE.PA,"Fayenceries de Sarreguemines, Digoin & Vitry-le-Francois Société Anonyme",PAR,Personal Products,France
9240,FAN.L,Volution Group plc,LSE,General Building Materials,United Kingdom
9246,F99.SI,"Fraser and Neave, Limited",SES,Real Estate Development,Singapore
9254,CIV.PA,Caisse Régionale De Crédit Agricole Mutuel D'ille-Et-Vilaine,PAR,Money Center Banks,France
9257,CGM.PA,Cegedim SA,PAR,Healthcare Information Services,France
9267,CARD.L,Card Factory PLC,LSE,"Specialty Retail, Other",United Kingdom
9271,BPF-UN.TO,Boston Pizza Royalties Income Fund,TOR,Restaurants,Canada
9272,BOL.PA,Bollore,PAR,Air Delivery & Freight Services,France
9274,BAKKA.OL,P/F Bakkafrost,OSL,Food Wholesale,Norway
9277,BELI.PA,Le Bélier S.A.,PAR,Auto Parts,France
9279,BALD-B.ST,Fastighets AB Balder (publ),STO,Property Management,Sweden
9282,AW-UN.TO,A&W Revenue Royalties Income Fund,TOR,Restaurants,Canada
9288,ALUMS.PA,Umanis SA,PAR,Information Technology Services,France
9291,ALTRA.PA,Traqueur SA,PAR,Scientific & Technical Instruments,France
9292,ALTER.PA,Theradiag SA,PAR,Medical Laboratories & Research,France
9297,ALINN.PA,Millet Innovation SA,PAR,Personal Products,France
9298,ALHVS.PA,Harvest S.A.,PAR,Business Software & Services,France
9299,ALGEN.PA,genOway Société Anonyme,PAR,Biotechnology,France
9300,ALCLS.PA,Cellectis S.A.,PAR,Biotechnology,France
9301,ALCLA.PA,Clasquin S.A.,PAR,Air Delivery & Freight Services,France
9302,ALBUD.PA,Budget Telecom S.A.,PAR,Wireless Communications,France
9303,ALALO.PA,Acheter-Louer.Fr SA,PAR,Advertising Agencies,France
9304,ALADO.PA,Adomos S.A.,PAR,Property Management,France
9305,AKA.PA,Akka Technologies,PAR,Business Services,France
9314,ACA.PA,Credit Agricole S.A.,PAR,Money Center Banks,France
9325,0703.HK,FUTURE BRIGHT,HKG,"Recreational Goods, Other",Hong Kong
9379,VLAP.PA,Valneva SE,PAR,Biotechnology,France
9388,VCT.PA,Vicat SA,PAR,General Building Materials,France
9405,UFF.PA,Union Financiere de France Banque SA,PAR,Asset Management,France
9406,UDIS.PA,U10 SA,PAR,Home Furnishings & Fixtures,France
9415,TPF.L,Taliesin Property Fund Limited,LSE,Property Management,United Kingdom
9416,TOX.AX,Tox Free Solutions Limited,ASX,Pollution & Treatment Controls,Australia
9419,TNG.PA,Transgene SA,PAR,Biotechnology,France
9422,TIR.L,Tiger Resource Finance Ord,LSE,Asset Management,United Kingdom
9423,GILD,"Gilead Sciences, Inc.",NMS,Biotechnology,USA
9424,GS,"The Goldman Sachs Group, Inc.",NYQ,Investment Brokerage - National,USA
9425,MRVL,Marvell Technology Group Ltd.,NMS,Semiconductor - Integrated Circuits,USA
9427,PCLN,The Priceline Group Inc.,NMS,Business Services,USA
9428,GSK,GlaxoSmithKline plc,NYQ,Drug Manufacturers - Major,USA
9429,GIS,"General Mills, Inc.",NYQ,Processed & Packaged Goods,USA
9430,GPS,"The Gap, Inc.",NYQ,Apparel Stores,USA
9431,UNH,UnitedHealth Group Incorporated,NYQ,Health Care Plans,USA
9433,GRPN,"Groupon, Inc.",NMS,Internet Information Providers,USA
9434,GPRO,"GoPro, Inc.",NMS,Photographic Equipment & Supplies,USA
9435,GRMN,Garmin Ltd.,NMS,Scientific & Technical Instruments,USA
9436,TROW,"T. Rowe Price Group, Inc.",NMS,Asset Management,USA
9437,HTZ,"Hertz Global Holdings, Inc.",NYQ,Rental & Leasing Services,USA
9438,Z,"Zillow Group, Inc.",NMS,Internet Information Providers,USA
9439,GG,Goldcorp Inc.,NYQ,Gold,USA
9440,KNDI,"Kandi Technologies Group, Inc.",NMS,Auto Manufacturers - Major,USA
9441,IGT,International Game Technology PLC,NYQ,Gaming Activities,USA
9442,XL,XL Group Ltd,NYQ,Property & Casualty Insurance,USA
9443,SPG,"Simon Property Group, Inc.",NYQ,REIT - Retail,USA
9446,GWPH,GW Pharmaceuticals plc,NGM,Drug Manufacturers - Major,USA
9447,IT,"Gartner, Inc.",NYQ,Information Technology Services,USA
9448,GWW,"W.W. Grainger, Inc.",NYQ,Industrial Equipment Wholesale,USA
9449,RGLD,"Royal Gold, Inc.",NMS,Gold,USA
9450,NGD,New Gold Inc.,ASE,Gold,USA
9451,VGR,Vector Group Ltd.,NYQ,Cigarettes,USA
9452,GPRE,Green Plains Inc.,NMS,Specialty Chemicals,USA
9453,OMC,Omnicom Group Inc.,NYQ,Advertising Agencies,USA
9454,GLBL,"TerraForm Global, Inc.",NMS,Diversified Utilities,USA
9455,MLNK,"ModusLink Global Solutions, Inc.",NMS,Air Delivery & Freight Services,USA
9456,GSAT,"Globalstar, Inc.",ASE,Wireless Communications,USA
9457,GOV,Government Properties Income Trust,NMS,REIT - Office,USA
9458,GGG,Graco Inc.,NYQ,Diversified Machinery,USA
9459,RDN,Radian Group Inc.,NYQ,Property & Casualty Insurance,USA
9462,GES,"Guess', Inc.",NYQ,Apparel Stores,USA
9463,GEO,"The GEO Group, Inc.",NYQ,REIT - Healthcare Facilities,USA
9465,GGP,GGP Inc.,NYQ,REIT - Retail,USA
9466,JCOM,"j2 Global, Inc.",NMS,Internet Software & Services,USA
9467,HCSG,"Healthcare Services Group, Inc.",NMS,Business Services,USA
9468,ROSG,Rosetta Genomics Ltd.,NCM,Medical Laboratories & Research,USA
9469,OGS,"ONE Gas, Inc.",NYQ,Gas Utilities,USA
9470,GLUU,Glu Mobile Inc.,NMS,Multimedia & Graphics Software,USA
9471,GEVO,"Gevo, Inc.",NCM,Chemicals - Major Diversified,USA
9472,RGSE,"Real Goods Solar, Inc.",NCM,General Building Materials,USA
9473,MYGN,"Myriad Genetics, Inc.",NMS,Research Services,USA
9474,LBTYA,Liberty Global plc,NMS,CATV Systems,USA
9475,UNM,Unum Group,NYQ,Accident & Health Insurance,USA
9476,TGI,"Triumph Group, Inc.",NYQ,Aerospace/Defense Products & Services,USA
9477,SA,Seabridge Gold Inc.,NYQ,Gold,USA
9479,GPN,Global Payments Inc.,NYQ,Business Services,USA
9481,TAL,TAL Education Group,NYQ,Rental & Leasing Services,USA
9482,MDXG,"MiMedx Group, Inc.",NCM,Medical Appliances & Equipment,USA
9483,GWR,Genesee & Wyoming Inc.,NYQ,Railroads,USA
9484,GBL,"GAMCO Investors, Inc.",NYQ,Asset Management,USA
9485,G,Genpact Limited,NYQ,Business Services,USA
9486,ULTI,"The Ultimate Software Group, Inc.",NMS,Internet Software & Services,USA
9487,MOV,"Movado Group, Inc.",NYQ,"Recreational Goods, Other",USA
9488,MG,"Mistras Group, Inc.",NYQ,Security & Protection Services,USA
9489,GOGO,Gogo Inc.,NMS,Diversified Communication Services,USA
9490,GNC,"GNC Holdings, Inc.",NYQ,Drug Stores,USA
9491,GCO,Genesco Inc.,NYQ,Apparel Stores,USA
9492,IHG,InterContinental Hotels Group PLC,NYQ,Lodging,USA
9493,HRG,"HRG Group, Inc.",NYQ,Conglomerates,USA
9494,GSS,Golden Star Resources Ltd.,ASE,Gold,USA
9495,GEF,"Greif, Inc.",NYQ,Packaging & Containers,USA
9496,TDG,TransDigm Group Incorporated,NYQ,Aerospace/Defense Products & Services,USA
9497,SGU,"Star Gas Partners, L.P.",NYQ,Oil & Gas Pipelines,USA
9498,HSON,"Hudson Global, Inc",NMS,Staffing & Outsourcing Services,USA
9500,SGEN,"Seattle Genetics, Inc.",NMS,Biotechnology,USA
9501,SAND,Sandstorm Gold Ltd.,ASE,Gold,USA
9502,PGEM,"Ply Gem Holdings, Inc",NYQ,General Building Materials,USA
9503,NGG,National Grid plc,NYQ,Gas Utilities,USA
9504,KRG,Kite Realty Group Trust,NYQ,REIT - Retail,USA
9506,HCI,"HCI Group, Inc.",NYQ,Property & Casualty Insurance,USA
9507,GLNG,Golar LNG Limited,NMS,Shipping,USA
9508,GILT,Gilat Satellite Networks Ltd.,NMS,Communication Equipment,USA
9509,WHG,"Westwood Holdings Group, Inc.",NYQ,Asset Management,USA
9510,TPH,"TRI Pointe Group, Inc.",NYQ,Residential Construction,USA
9511,THRM,Gentherm Incorporated,NMS,Auto Parts,USA
9513,MDU,"MDU Resources Group, Inc.",NYQ,General Building Materials,USA
9514,GWRE,"Guidewire Software, Inc.",NYQ,Business Software & Services,USA
9516,GSOL,Global Sources Ltd.,NMS,Business Services,USA
9517,GPL,Great Panther Silver Limited,ASE,Silver,USA
9518,GNRC,Generac Holdings Inc.,NYQ,Diversified Machinery,USA
9519,GIGM,GigaMedia Limited,NCM,Multimedia & Graphics Software,USA
9521,WTM,"White Mountains Insurance Group, Ltd.",NYQ,Property & Casualty Insurance,USA
9522,WMGI,Wright Medical Group N.V.,NMS,Medical Appliances & Equipment,USA
9523,THG,"The Hanover Insurance Group, Inc.",NYQ,Property & Casualty Insurance,USA
9524,PENN,"Penn National Gaming, Inc.",NMS,Resorts & Casinos,USA
9526,GVP,"GSE Systems, Inc.",ASE,Business Software & Services,USA
9527,GRUB,GrubHub Inc.,NYQ,Internet Information Providers,USA
9528,GLP,Global Partners LP,NYQ,Basic Materials Wholesale,USA
9529,SIGI,"Selective Insurance Group, Inc.",NMS,Property & Casualty Insurance,USA
9530,RUTH,"Ruth's Hospitality Group, Inc.",NMS,Restaurants,USA
9532,JMP,JMP Group LLC,NYQ,Investment Brokerage - National,USA
9533,HTM,U.S. Geothermal Inc.,ASE,Diversified Utilities,USA
9534,GSL,"Global Ship Lease, Inc.",NYQ,Shipping,USA
9535,GLOG,GasLog Ltd.,NYQ,Shipping,USA
9536,GIMO,Gigamon Inc.,NYQ,Networking & Communication Devices,USA
9538,TV,"Grupo Televisa, S.A.B.",NYQ,Broadcasting - TV,USA
9539,QVCA,QVC Group,NMS,Catalog & Mail Order Houses,USA
9540,NSH,"NuStar GP Holdings, LLC",NYQ,Oil & Gas Pipelines,USA
9542,ITG,"Investment Technology Group, Inc.",NYQ,Investment Brokerage - Regional,USA
9544,III,"Information Services Group, Inc.",NGM,Management Services,USA
9547,GIGA,Giga-tronics Incorporated,NCM,Scientific & Technical Instruments,USA
9548,GGB,Gerdau S.A.,NYQ,Steel & Iron,USA
9549,WPG,Washington Prime Group Inc.,NYQ,Property Management,USA
9550,WLDN,"Willdan Group, Inc.",NGM,Technical Services,USA
9551,WG,"Willbros Group, Inc.",NYQ,Oil & Gas Equipment & Services,USA
9552,WES,"Western Gas Partners, LP",NYQ,Oil & Gas Pipelines,USA
9553,VNET,"21Vianet Group, Inc.",NMS,Information Technology Services,USA
9555,SALM,"Salem Media Group, Inc.",NGM,Broadcasting - Radio,USA
9556,PAGP,"Plains GP Holdings, L.P.",NYQ,Oil & Gas Pipelines,USA
9557,NEWM,New Media Investment Group Inc.,NYQ,Publishing - Newspapers,USA
9558,NAVG,"The Navigators Group, Inc.",NMS,Property & Casualty Insurance,USA
9559,GALT,"Galectin Therapeutics, Inc.",NCM,Drugs - Generic,USA
9561,PRAA,"PRA Group, Inc.",NMS,Business Services,USA
9562,MRC,MRC Global Inc.,NYQ,Oil & Gas Equipment & Services,USA
9563,KTWO,"K2M Group Holdings, Inc.",NMS,Medical Appliances & Equipment,USA
9567,GROW,"U.S. Global Investors, Inc.",NCM,Asset Management,USA
9568,GPRK,GeoPark Limited,NYQ,Oil & Gas Drilling & Exploration,USA
9570,GMLP,Golar LNG Partners LP,NMS,Shipping,USA
9572,GLMD,Galmed Pharmaceuticals Ltd.,NCM,Biotechnology,USA
9573,GHDX,"Genomic Health, Inc.",NMS,Medical Laboratories & Research,USA
9574,GFA,Gafisa S.A.,NYQ,Residential Construction,USA
9575,GENC,"Gencor Industries, Inc.",NGM,Farm & Construction Machinery,USA
9576,VPG,"Vishay Precision Group, Inc.",NYQ,Scientific & Technical Instruments,USA
9577,SERV,"ServiceMaster Global Holdings, Inc.",NYQ,Business Services,USA
9578,ROCK,"Gibraltar Industries, Inc.",NMS,Steel & Iron,USA
9581,PRGX,"PRGX Global, Inc.",NMS,Business Services,USA
9585,HUBG,"Hub Group, Inc.",NMS,Air Delivery & Freight Services,USA
9586,GUID,"Guidance Software, Inc.",NGM,Application Software,USA
9587,GSIT,"GSI Technology, Inc.",NMS,Semiconductor - Broad Line,USA
9589,GRIF,"Griffin Industrial Realty, Inc.",NGM,Property Management,USA
9590,GAIA,"Gaia, Inc.",NGM,Catalog & Mail Order Houses,USA
9592,XOXO,XO Group Inc.,NYQ,"Specialty Retail, Other",USA
9593,WSTG,"Wayside Technology Group, Inc.",NGM,Computers Wholesale,USA
9595,THR,"Thermon Group Holdings, Inc.",NYQ,Diversified Machinery,USA
9597,NWLI,"National Western Life Group, Inc.",NMS,Life Insurance,USA
9598,KANG,"iKang Healthcare Group, Inc.",NMS,Medical Laboratories & Research,USA
9599,HCKT,"The Hackett Group, Inc.",NMS,Management Services,USA
9600,GSB,"GlobalSCAPE, Inc.",ASE,Application Software,USA
9601,GMED,"Globus Medical, Inc.",NYQ,Medical Appliances & Equipment,USA
9602,GLOP,GasLog Partners LP,NYQ,Shipping,USA
9603,GLOB,Globant S.A.,NYQ,Information Technology Services,USA
9605,GDDY,GoDaddy Inc.,NYQ,Internet Software & Services,USA
9608,WTT,"Wireless Telecom Group, Inc.",ASE,Communication Equipment,USA
9609,TNET,"TriNet Group, Inc.",NYQ,Business Services,USA
9610,TGH,Textainer Group Holdings Limited,NYQ,Rental & Leasing Services,USA
9611,ORN,"Orion Group Holdings, Inc.",NYQ,Heavy Construction,USA
9612,OHGI,"One Horizon Group, Inc.",NCM,Application Software,USA
9613,OB,"OneBeacon Insurance Group, Ltd.",NYQ,Surety & Title Insurance,USA
9614,KONA,"Kona Grill, Inc.",NGM,Restaurants,USA
9617,GLYC,"GlycoMimetics, Inc.",NGM,Biotechnology,USA
9618,GLOW,"Glowpoint, Inc.",ASE,Diversified Communication Services,USA
9619,ZN,"Zion Oil & Gas, Inc.",NGM,Independent Oil & Gas,USA
9620,WEB,"Web.com Group, Inc.",NMS,Internet Information Providers,USA
9624,MYRG,MYR Group Inc.,NMS,General Contractors,USA
9628,LHCG,"LHC Group, Inc.",NMS,Home Health Care,USA
9630,GTXI,"GTx, Inc.",NCM,Biotechnology,USA
9634,GBLI,Global Indemnity Limited,NMS,Property & Casualty Insurance,USA
9636,WEYS,"Weyco Group, Inc.",NMS,Textile - Apparel Footwear & Accessories,USA
9638,SSN,Samson Oil & Gas Limited,ASE,Oil & Gas Drilling & Exploration,USA
9640,SGC,"Superior Uniform Group, Inc.",NGM,Textile - Apparel Clothing,USA
9642,GZT,Gazit Globe Ltd,NYQ,Real Estate Development,USA
9643,GTIM,"Good Times Restaurants, Inc.",NCM,Restaurants,USA
9648,0005.HK,HSBC HOLDINGS,HKG,Money Center Banks,Hong Kong
9649,NVEE,"NV5 Global, Inc.",NCM,Technical Services,USA
9650,NGS,"Natural Gas Services Group, Inc.",NYQ,Oil & Gas Equipment & Services,USA
9651,MARA,"Marathon Patent Group, Inc.",NCM,Business Services,USA
9652,MAMS,"MAM Software Group, Inc.",NCM,Business Software & Services,USA
9656,IGLD,Internet Gold- Golden Lines Ltd.,NMS,Diversified Communication Services,USA
9657,GURE,"Gulf Resources, Inc.",NMS,Specialty Chemicals,USA
9658,GPT,"Gramercy Property Trust, Inc.",NYQ,REIT - Diversified,USA
9659,GNK,Genco Shipping & Trading Limited,NYQ,Shipping,USA
9660,SNC.TO,SNC-Lavalin Group Inc.,TOR,General Contractors,Canada
9661,SBGL,Sibanye Gold Limited,NYQ,Gold,USA
9664,LGL,"The LGL Group, Inc.",ASE,Industrial Electrical Equipment,USA
9666,GYRO,"Gyrodyne, LLC",NCM,REIT - Diversified,USA
9668,GLEN.L,Glencore Plc,LSE,Industrial Metals & Minerals,United Kingdom
9671,GEN,"Genesis Healthcare, Inc.",NYQ,Long-Term Care Facilities,USA
9672,GASS,StealthGas Inc.,NMS,Shipping,USA
9673,CIGI,Colliers International Group Inc.,NMS,Property Management,USA
9674,ZAYO,"Zayo Group Holdings, Inc.",NYQ,Networking & Communication Devices,USA
9676,VOD.L,Vodafone Group Plc,LSE,Wireless Communications,United Kingdom
